function,qualname,url,signature,summary
bfs_successors,networkx.algorithms.traversal.breadth_first_search.bfs_successors,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.traversal.breadth_first_search.bfs_successors.html,"bfs_successors ( G , source , depth_limit = None , sort_neighbors = None ) [source] # Returns an iterator of successors in breadth-first-search from source. Parameters : G NetworkX graph source node Specify starting node for breadth-first search depth_limit int, optional(default=len(G)) Specify the maximum search depth sort_neighbors function (default=None) A function that takes an iterator over nodes as the input, and
returns an iterable of the same nodes with a custom ordering.
For example, sorted will sort the nodes in increasing order. Returns : succ: iterator (node, successors) iterator where successors is the non-empty list of
successors of node in a breadth first search from source .
To appear in the iterator, node must have successors. See also bfs_tree bfs_edges edge_bfs Notes Based on http://www.ics.uci.edu/~eppstein/PADS/BFS.py by D. Eppstein, July 2004.The modifications
to allow depth limits based on the Wikipedia article
“ Depth-limited-search ”. Examples >>> G = nx . path_graph ( 3 ) >>> dict ( nx . bfs_successors ( G , 0 )) {0: [1], 1: [2]} >>> H = nx . Graph () >>> H . add_edges_from ([( 0 , 1 ), ( 0 , 2 ), ( 1 , 3 ), ( 1 , 4 ), ( 2 , 5 ), ( 2 , 6 )]) >>> dict ( nx . bfs_successors ( H , 0 )) {0: [1, 2], 1: [3, 4], 2: [5, 6]} >>> G = nx . Graph () >>> nx . add_path ( G , [ 0 , 1 , 2 , 3 , 4 , 5 , 6 ]) >>> nx . add_path ( G , [ 2 , 7 , 8 , 9 , 10 ]) >>> dict ( nx . bfs_successors ( G , source = 1 , depth_limit = 3 )) {1: [0, 2], 2: [3, 7], 3: [4], 7: [8]} >>> G = nx . DiGraph () >>> nx . add_path ( G , [ 0 , 1 , 2 , 3 , 4 , 5 ]) >>> dict ( nx . bfs_successors ( G , source = 3 )) {3: [4], 4: [5]} ---- Additional backends implement this function cugraph GPU-accelerated backend. sort_neighbors parameter is not yet supported.",Returns an iterator of successors in breadth-first-search from source.
single_source_bellman_ford,networkx.algorithms.shortest_paths.weighted.single_source_bellman_ford,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.shortest_paths.weighted.single_source_bellman_ford.html,"single_source_bellman_ford ( G , source , target = None , weight = 'weight' ) [source] # Compute shortest paths and lengths in a weighted graph G. Uses Bellman-Ford algorithm for shortest paths. Parameters : G NetworkX graph source node label Starting node for path target node label, optional Ending node for path weight string or function If this is a string, then edge weights will be accessed via the
edge attribute with this key (that is, the weight of the edge
joining u to v will be G.edges[u, v][weight] ). If no
such edge attribute exists, the weight of the edge is assumed to
be one. If this is a function, the weight of an edge is the value
returned by the function. The function must accept exactly three
positional arguments: the two endpoints of an edge and the
dictionary of edge attributes for that edge. The function must
return a number. Returns : distance, path pair of dictionaries, or numeric and list If target is None, returns a tuple of two dictionaries keyed by node.
The first dictionary stores distance from one of the source nodes.
The second stores the path from one of the sources to that node.
If target is not None, returns a tuple of (distance, path) where
distance is the distance from source to target and path is a list
representing the path from source to target. Raises : NodeNotFound If source is not in G . See also single_source_dijkstra single_source_bellman_ford_path single_source_bellman_ford_path_length Notes Edge weight attributes must be numerical.
Distances are calculated as sums of weighted edges traversed. Examples >>> G = nx . path_graph ( 5 ) >>> length , path = nx . single_source_bellman_ford ( G , 0 ) >>> length [ 4 ] 4 >>> for node in [ 0 , 1 , 2 , 3 , 4 ]: ... print ( f "" { node } : { length [ node ] } "" ) 0: 0 1: 1 2: 2 3: 3 4: 4 >>> path [ 4 ] [0, 1, 2, 3, 4] >>> length , path = nx . single_source_bellman_ford ( G , 0 , 1 ) >>> length 1 >>> path [0, 1] ---- Additional backends implement this function cugraph GPU-accelerated backend. Negative cycles are not yet supported. NotImplementedError will be raised if there are negative edge weights. We plan to support negative edge weights soon. Also, callable weight argument is not supported. Additional parameters: dtype dtype or None, optional The data type (np.float32, np.float64, or None) to use for the edge weights in the algorithm. If None, then dtype is determined by the edge values.",Compute shortest paths and lengths in a weighted graph G.
effective_size,networkx.algorithms.structuralholes.effective_size,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.structuralholes.effective_size.html,"effective_size ( G , nodes = None , weight = None ) [source] # Returns the effective size of all nodes in the graph G . The effective size of a node’s ego network is based on the concept
of redundancy. A person’s ego network has redundancy to the extent
that her contacts are connected to each other as well. The
nonredundant part of a person’s relationships is the effective
size of her ego network [1] .  Formally, the effective size of a
node \(u\) , denoted \(e(u)\) , is defined by \[e(u) = \sum_{v \in N(u) \setminus \{u\}}
\left(1 - \sum_{w \in N(v)} p_{uw} m_{vw}\right)\] where \(N(u)\) is the set of neighbors of \(u\) and \(p_{uw}\) is the
normalized mutual weight of the (directed or undirected) edges
joining \(u\) and \(v\) , for each vertex \(u\) and \(v\) [1] . And \(m_{vw}\) is the mutual weight of \(v\) and \(w\) divided by \(v\) highest mutual
weight with any of its neighbors. The mutual weight of \(u\) and \(v\) is the sum of the weights of edges joining them (edge weights are
assumed to be one if the graph is unweighted). For the case of unweighted and undirected graphs, Borgatti proposed
a simplified formula to compute effective size [2] \[e(u) = n - \frac{2t}{n}\] where t is the number of ties in the ego network (not including
ties to ego) and n is the number of nodes (excluding ego). Parameters : G NetworkX graph The graph containing v . Directed graphs are treated like
undirected graphs when computing neighbors of v . nodes container, optional Container of nodes in the graph G to compute the effective size.
If None, the effective size of every node is computed. weight None or string, optional If None, all edge weights are considered equal.
Otherwise holds the name of the edge attribute used as weight. Returns : dict Dictionary with nodes as keys and the effective size of the node as values. See also constraint Notes Isolated nodes, including nodes which only have self-loop edges, do not
have a well-defined effective size: >>> G = nx . path_graph ( 3 ) >>> G . add_edge ( 4 , 4 ) >>> nx . effective_size ( G ) {0: 1.0, 1: 2.0, 2: 1.0, 4: nan} Burt also defined the related concept of efficiency of a node’s ego
network, which is its effective size divided by the degree of that
node [1] . So you can easily compute efficiency: >>> G = nx . DiGraph () >>> G . add_edges_from ([( 0 , 1 ), ( 0 , 2 ), ( 1 , 0 ), ( 2 , 1 )]) >>> esize = nx . effective_size ( G ) >>> efficiency = { n : v / G . degree ( n ) for n , v in esize . items ()} References [ 1 ] ( 1 , 2 , 3 ) Burt, Ronald S. Structural Holes: The Social Structure of Competition. Cambridge: Harvard University Press, 1995. [ 2 ] Borgatti, S.
“Structural Holes: Unpacking Burt’s Redundancy Measures”
CONNECTIONS 20(1):35-38. http://www.analytictech.com/connections/v20(1)/holes.htm",Returns the effective size of all nodes in the graph G .
min_edge_cover,networkx.algorithms.covering.min_edge_cover,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.covering.min_edge_cover.html,"min_edge_cover ( G , matching_algorithm = None ) [source] # Returns the min cardinality edge cover of the graph as a set of edges. A smallest edge cover can be found in polynomial time by finding
a maximum matching and extending it greedily so that all nodes
are covered. This function follows that process. A maximum matching
algorithm can be specified for the first step of the algorithm.
The resulting set may return a set with one 2-tuple for each edge,
(the usual case) or with both 2-tuples (u, v) and (v, u) for
each edge. The latter is only done when a bipartite matching algorithm
is specified as matching_algorithm . Parameters : G NetworkX graph An undirected graph. matching_algorithm function A function that returns a maximum cardinality matching for G .
The function must take one input, the graph G , and return
either a set of edges (with only one direction for the pair of nodes)
or a dictionary mapping each node to its mate. If not specified, max_weight_matching() is used.
Common bipartite matching functions include hopcroft_karp_matching() or eppstein_matching() . Returns : min_cover set A set of the edges in a minimum edge cover in the form of tuples.
It contains only one of the equivalent 2-tuples (u, v) and (v, u) for each edge. If a bipartite method is used to compute the matching,
the returned set contains both the 2-tuples (u, v) and (v, u) for each edge of a minimum edge cover. Notes An edge cover of a graph is a set of edges such that every node of
the graph is incident to at least one edge of the set.
The minimum edge cover is an edge covering of smallest cardinality. Due to its implementation, the worst-case running time of this algorithm
is bounded by the worst-case running time of the function matching_algorithm . Minimum edge cover for G can also be found using min_edge_covering() which is
simply this function with a default matching algorithm of hopcroft_karp_matching() Examples >>> G = nx . Graph ([( 0 , 1 ), ( 0 , 2 ), ( 0 , 3 ), ( 1 , 2 ), ( 1 , 3 )]) >>> sorted ( nx . min_edge_cover ( G )) [(2, 1), (3, 0)]",Returns the min cardinality edge cover of the graph as a set of edges.
single_source_dijkstra,networkx.algorithms.shortest_paths.weighted.single_source_dijkstra,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.shortest_paths.weighted.single_source_dijkstra.html,"single_source_dijkstra ( G , source , target = None , cutoff = None , weight = 'weight' ) [source] # Find shortest weighted paths and lengths from a source node. Compute the shortest path length between source and all other
reachable nodes for a weighted graph. Uses Dijkstra’s algorithm to compute shortest paths and lengths
between a source and all other reachable nodes in a weighted graph. Parameters : G NetworkX graph source node label Starting node for path target node label, optional Ending node for path cutoff integer or float, optional Length (sum of edge weights) at which the search is stopped.
If cutoff is provided, only return paths with summed weight <= cutoff. weight string or function If this is a string, then edge weights will be accessed via the
edge attribute with this key (that is, the weight of the edge
joining u to v will be G.edges[u, v][weight] ). If no
such edge attribute exists, the weight of the edge is assumed to
be one. If this is a function, the weight of an edge is the value
returned by the function. The function must accept exactly three
positional arguments: the two endpoints of an edge and the
dictionary of edge attributes for that edge. The function must
return a number or None to indicate a hidden edge. Returns : distance, path pair of dictionaries, or numeric and list. If target is None, paths and lengths to all nodes are computed.
The return value is a tuple of two dictionaries keyed by target nodes.
The first dictionary stores distance to each target node.
The second stores the path to each target node.
If target is not None, returns a tuple (distance, path), where
distance is the distance from source to target and path is a list
representing the path from source to target. Raises : NodeNotFound If source is not in G . See also single_source_dijkstra_path single_source_dijkstra_path_length single_source_bellman_ford Notes Edge weight attributes must be numerical.
Distances are calculated as sums of weighted edges traversed. The weight function can be used to hide edges by returning None.
So weight = lambda u, v, d: 1 if d['color']==""red"" else None will find the shortest red path. Based on the Python cookbook recipe (119466) at https://code.activestate.com/recipes/119466/ This algorithm is not guaranteed to work if edge weights
are negative or are floating point numbers
(overflows and roundoff errors can cause problems). Examples >>> G = nx . path_graph ( 5 ) >>> length , path = nx . single_source_dijkstra ( G , 0 ) >>> length [ 4 ] 4 >>> for node in [ 0 , 1 , 2 , 3 , 4 ]: ... print ( f "" { node } : { length [ node ] } "" ) 0: 0 1: 1 2: 2 3: 3 4: 4 >>> path [ 4 ] [0, 1, 2, 3, 4] >>> length , path = nx . single_source_dijkstra ( G , 0 , 1 ) >>> length 1 >>> path [0, 1] ---- Additional backends implement this function cugraph GPU-accelerated backend. Additional parameters: dtype dtype or None, optional The data type (np.float32, np.float64, or None) to use for the edge weights in the algorithm. If None, then dtype is determined by the edge values.",Find shortest weighted paths and lengths from a source node.
dfs_predecessors,networkx.algorithms.traversal.depth_first_search.dfs_predecessors,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.traversal.depth_first_search.dfs_predecessors.html,"dfs_predecessors ( G , source = None , depth_limit = None , * , sort_neighbors = None ) [source] # Returns dictionary of predecessors in depth-first-search from source. Parameters : G NetworkX graph source node, optional Specify starting node for depth-first search.
Note that you will get predecessors for all nodes in the
component containing source . This input only specifies
where the DFS starts. depth_limit int, optional (default=len(G)) Specify the maximum search depth. sort_neighbors function (default=None) A function that takes an iterator over nodes as the input, and
returns an iterable of the same nodes with a custom ordering.
For example, sorted will sort the nodes in increasing order. Returns : pred: dict A dictionary with nodes as keys and predecessor nodes as values. See also dfs_preorder_nodes dfs_postorder_nodes dfs_labeled_edges edge_dfs() bfs_tree() Notes If a source is not specified then a source is chosen arbitrarily and
repeatedly until all components in the graph are searched. The implementation of this function is adapted from David Eppstein’s
depth-first search function in PADS , with modifications
to allow depth limits based on the Wikipedia article
“ Depth-limited search ”. Examples >>> G = nx . path_graph ( 4 ) >>> nx . dfs_predecessors ( G , source = 0 ) {1: 0, 2: 1, 3: 2} >>> nx . dfs_predecessors ( G , source = 0 , depth_limit = 2 ) {1: 0, 2: 1}",Returns dictionary of predecessors in depth-first-search from source.
edge_boundary,networkx.algorithms.boundary.edge_boundary,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.boundary.edge_boundary.html,"edge_boundary ( G , nbunch1 , nbunch2 = None , data = False , keys = False , default = None ) [source] # Returns the edge boundary of nbunch1 . The edge boundary of a set S with respect to a set T is the
set of edges ( u , v ) such that u is in S and v is in T .
If T is not specified, it is assumed to be the set of all nodes
not in S . Parameters : G NetworkX graph nbunch1 iterable Iterable of nodes in the graph representing the set of nodes
whose edge boundary will be returned. (This is the set S from
the definition above.) nbunch2 iterable Iterable of nodes representing the target (or “exterior”) set of
nodes. (This is the set T from the definition above.) If not
specified, this is assumed to be the set of all nodes in G not in nbunch1 . keys bool This parameter has the same meaning as in MultiGraph.edges() . data bool or object This parameter has the same meaning as in MultiGraph.edges() . default object This parameter has the same meaning as in MultiGraph.edges() . Returns : iterator An iterator over the edges in the boundary of nbunch1 with
respect to nbunch2 . If keys , data , or default are specified and G is a multigraph, then edges are returned
with keys and/or data, as in MultiGraph.edges() . Notes Any element of nbunch that is not in the graph G will be
ignored. nbunch1 and nbunch2 are usually meant to be disjoint, but in
the interest of speed and generality, that is not required here. Examples >>> G = nx . wheel_graph ( 6 ) When nbunch2=None: >>> list ( nx . edge_boundary ( G , ( 1 , 3 ))) [(1, 0), (1, 2), (1, 5), (3, 0), (3, 2), (3, 4)] When nbunch2 is given: >>> list ( nx . edge_boundary ( G , ( 1 , 3 ), ( 2 , 0 ))) [(1, 0), (1, 2), (3, 0), (3, 2)] ---- Additional backends implement this function graphblas : OpenMP-enabled sparse linear algebra backend.",Returns the edge boundary of nbunch1 .
dfs_postorder_nodes,networkx.algorithms.traversal.depth_first_search.dfs_postorder_nodes,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.traversal.depth_first_search.dfs_postorder_nodes.html,"dfs_postorder_nodes ( G , source = None , depth_limit = None , * , sort_neighbors = None ) [source] # Generate nodes in a depth-first-search post-ordering starting at source. Parameters : G NetworkX graph source node, optional Specify starting node for depth-first search. depth_limit int, optional (default=len(G)) Specify the maximum search depth. sort_neighbors function (default=None) A function that takes an iterator over nodes as the input, and
returns an iterable of the same nodes with a custom ordering.
For example, sorted will sort the nodes in increasing order. Returns : nodes: generator A generator of nodes in a depth-first-search post-ordering. See also dfs_edges dfs_preorder_nodes dfs_labeled_edges edge_dfs() bfs_tree() Notes If a source is not specified then a source is chosen arbitrarily and
repeatedly until all components in the graph are searched. The implementation of this function is adapted from David Eppstein’s
depth-first search function in PADS , with modifications
to allow depth limits based on the Wikipedia article
“ Depth-limited search ”. Examples >>> G = nx . path_graph ( 5 ) >>> list ( nx . dfs_postorder_nodes ( G , source = 0 )) [4, 3, 2, 1, 0] >>> list ( nx . dfs_postorder_nodes ( G , source = 0 , depth_limit = 2 )) [1, 0]",Generate nodes in a depth-first-search post-ordering starting at source.
descendants,networkx.algorithms.dag.descendants,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.dag.descendants.html,"descendants ( G , source ) [source] # Returns all nodes reachable from source in G . Parameters : G NetworkX Graph source node in G Returns : set() The descendants of source in G Raises : NetworkXError If node source is not in G . See also ancestors Examples >>> DG = nx . path_graph ( 5 , create_using = nx . DiGraph ) >>> sorted ( nx . descendants ( DG , 2 )) [3, 4] The source node is not a descendant of itself, but can be included manually: >>> sorted ( nx . descendants ( DG , 2 ) | { 2 }) [2, 3, 4] ---- Additional backends implement this function cugraph : GPU-accelerated backend. graphblas : OpenMP-enabled sparse linear algebra backend.",Returns all nodes reachable from source in G .
dag_to_branching,networkx.algorithms.dag.dag_to_branching,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.dag.dag_to_branching.html,"dag_to_branching ( G ) [source] # Returns a branching representing all (overlapping) paths from
root nodes to leaf nodes in the given directed acyclic graph. As described in networkx.algorithms.tree.recognition , a branching is a directed forest in which each node has at most one
parent. In other words, a branching is a disjoint union of arborescences . For this function, each node of in-degree zero in G becomes a root of one of the arborescences, and there will be
one leaf node for each distinct path from that root to a leaf node
in G . Each node v in G with k parents becomes k distinct nodes in
the returned branching, one for each parent, and the sub-DAG rooted
at v is duplicated for each copy. The algorithm then recurses on
the children of each copy of v . Parameters : G NetworkX graph A directed acyclic graph. Returns : DiGraph The branching in which there is a bijection between root-to-leaf
paths in G (in which multiple paths may share the same leaf)
and root-to-leaf paths in the branching (in which there is a
unique path from a root to a leaf). Each node has an attribute ‘source’ whose value is the original
node to which this node corresponds. No other graph, node, or
edge attributes are copied into this new graph. Raises : NetworkXNotImplemented If G is not directed, or if G is a multigraph. HasACycle If G is not acyclic. Notes This function is not idempotent in the sense that the node labels in
the returned branching may be uniquely generated each time the
function is invoked. In fact, the node labels may not be integers;
in order to relabel the nodes to be more readable, you can use the networkx.convert_node_labels_to_integers() function. The current implementation of this function uses networkx.prefix_tree() , so it is subject to the limitations of
that function. Examples To examine which nodes in the returned branching were produced by
which original node in the directed acyclic graph, we can collect
the mapping from source node to new nodes into a dictionary. For
example, consider the directed diamond graph: >>> from collections import defaultdict >>> from operator import itemgetter >>> >>> G = nx . DiGraph ( nx . utils . pairwise ( ""abd"" )) >>> G . add_edges_from ( nx . utils . pairwise ( ""acd"" )) >>> B = nx . dag_to_branching ( G ) >>> >>> sources = defaultdict ( set ) >>> for v , source in B . nodes ( data = ""source"" ): ... sources [ source ] . add ( v ) >>> len ( sources [ ""a"" ]) 1 >>> len ( sources [ ""d"" ]) 2 To copy node attributes from the original graph to the new graph,
you can use a dictionary like the one constructed in the above
example: >>> for source , nodes in sources . items (): ... for v in nodes : ... B . nodes [ v ] . update ( G . nodes [ source ])","Returns a branching representing all (overlapping) paths from
root nodes to leaf nodes in the given directed acyclic graph."
edge_bfs,networkx.algorithms.traversal.edgebfs.edge_bfs,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.traversal.edgebfs.edge_bfs.html,"edge_bfs ( G , source = None , orientation = None ) [source] # A directed, breadth-first-search of edges in G , beginning at source . Yield the edges of G in a breadth-first-search order continuing until
all edges are generated. Parameters : G graph A directed/undirected graph/multigraph. source node, list of nodes The node from which the traversal begins. If None, then a source
is chosen arbitrarily and repeatedly until all edges from each node in
the graph are searched. orientation None | ‘original’ | ‘reverse’ | ‘ignore’ (default: None) For directed graphs and directed multigraphs, edge traversals need not
respect the original orientation of the edges.
When set to ‘reverse’ every edge is traversed in the reverse direction.
When set to ‘ignore’, every edge is treated as undirected.
When set to ‘original’, every edge is treated as directed.
In all three cases, the yielded edge tuples add a last entry to
indicate the direction in which that edge was traversed.
If orientation is None, the yielded edge has no direction indicated.
The direction is respected, but not reported. Yields : edge directed edge A directed edge indicating the path taken by the breadth-first-search.
For graphs, edge is of the form (u, v) where u and v are the tail and head of the edge as determined by the traversal.
For multigraphs, edge is of the form (u, v, key) , where key is
the key of the edge. When the graph is directed, then u and v are always in the order of the actual directed edge.
If orientation is not None then the edge tuple is extended to include
the direction of traversal (‘forward’ or ‘reverse’) on that edge. See also bfs_edges bfs_tree edge_dfs Notes The goal of this function is to visit edges. It differs from the more
familiar breadth-first-search of nodes, as provided by networkx.algorithms.traversal.breadth_first_search.bfs_edges() , in
that it does not stop once every node has been visited. In a directed graph
with edges [(0, 1), (1, 2), (2, 1)], the edge (2, 1) would not be visited
if not for the functionality provided by this function. The naming of this function is very similar to bfs_edges. The difference
is that ‘edge_bfs’ yields edges even if they extend back to an already
explored node while ‘bfs_edges’ yields the edges of the tree that results
from a breadth-first-search (BFS) so no edges are reported if they extend
to already explored nodes. That means ‘edge_bfs’ reports all edges while
‘bfs_edges’ only report those traversed by a node-based BFS. Yet another
description is that ‘bfs_edges’ reports the edges traversed during BFS
while ‘edge_bfs’ reports all edges in the order they are explored. Examples >>> from pprint import pprint >>> nodes = [ 0 , 1 , 2 , 3 ] >>> edges = [( 0 , 1 ), ( 1 , 0 ), ( 1 , 0 ), ( 2 , 0 ), ( 2 , 1 ), ( 3 , 1 )] >>> list ( nx . edge_bfs ( nx . Graph ( edges ), nodes )) [(0, 1), (0, 2), (1, 2), (1, 3)] >>> list ( nx . edge_bfs ( nx . DiGraph ( edges ), nodes )) [(0, 1), (1, 0), (2, 0), (2, 1), (3, 1)] >>> list ( nx . edge_bfs ( nx . MultiGraph ( edges ), nodes )) [(0, 1, 0), (0, 1, 1), (0, 1, 2), (0, 2, 0), (1, 2, 0), (1, 3, 0)] >>> list ( nx . edge_bfs ( nx . MultiDiGraph ( edges ), nodes )) [(0, 1, 0), (1, 0, 0), (1, 0, 1), (2, 0, 0), (2, 1, 0), (3, 1, 0)] >>> list ( nx . edge_bfs ( nx . DiGraph ( edges ), nodes , orientation = ""ignore"" )) [(0, 1, 'forward'), (1, 0, 'reverse'), (2, 0, 'reverse'), (2, 1, 'reverse'), (3, 1, 'reverse')] >>> elist = list ( nx . edge_bfs ( nx . MultiDiGraph ( edges ), nodes , orientation = ""ignore"" )) >>> pprint ( elist ) [(0, 1, 0, 'forward'), (1, 0, 0, 'reverse'), (1, 0, 1, 'reverse'), (2, 0, 0, 'reverse'), (2, 1, 0, 'reverse'), (3, 1, 0, 'reverse')]","A directed, breadth-first-search of edges in G , beginning at source ."
hits,networkx.algorithms.link_analysis.hits_alg.hits,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.link_analysis.hits_alg.hits.html,"hits ( G , max_iter = 100 , tol = 1e-08 , nstart = None , normalized = True ) [source] # Returns HITS hubs and authorities values for nodes. The HITS algorithm computes two numbers for a node.
Authorities estimates the node value based on the incoming links.
Hubs estimates the node value based on outgoing links. Parameters : G graph A NetworkX graph max_iter integer, optional Maximum number of iterations in power method. tol float, optional Error tolerance used to check convergence in power method iteration. nstart dictionary, optional Starting value of each node for power method iteration. normalized bool (default=True) Normalize results by the sum of all of the values. Returns : (hubs,authorities) two-tuple of dictionaries Two dictionaries keyed by node containing the hub and authority
values. Raises : PowerIterationFailedConvergence If the algorithm fails to converge to the specified tolerance
within the specified number of iterations of the power iteration
method. Notes The eigenvector calculation is done by the power iteration method
and has no guarantee of convergence.  The iteration will stop
after max_iter iterations or an error tolerance of
number_of_nodes(G)*tol has been reached. The HITS algorithm was designed for directed graphs but this
algorithm does not check if the input graph is directed and will
execute on undirected graphs. References [ 1 ] A. Langville and C. Meyer,
“A survey of eigenvector methods of web information retrieval.” http://citeseer.ist.psu.edu/713792.html [ 2 ] Jon Kleinberg,
Authoritative sources in a hyperlinked environment
Journal of the ACM 46 (5): 604-32, 1999.
doi:10.1145/324133.324140.
http://www.cs.cornell.edu/home/kleinber/auth.pdf. Examples >>> G = nx . path_graph ( 4 ) >>> h , a = nx . hits ( G ) ---- Additional backends implement this function cugraph GPU-accelerated backend. Additional parameters: dtype dtype or None, optional The data type (np.float32, np.float64, or None) to use for the edge weights in the algorithm. If None, then dtype is determined by the edge values. weight string or None, optional (default=”weight”) The edge attribute to use as the edge weight. graphblas : OpenMP-enabled sparse linear algebra backend.",Returns HITS hubs and authorities values for nodes.
has_path,networkx.algorithms.shortest_paths.generic.has_path,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.shortest_paths.generic.has_path.html,"has_path ( G , source , target ) [source] # Returns True if G has a path from source to target . Parameters : G NetworkX graph source node Starting node for path target node Ending node for path Additional backends implement this function cugraph : GPU-accelerated backend. graphblas : OpenMP-enabled sparse linear algebra backend.",Returns True if G has a path from source to target .
all_shortest_paths,networkx.algorithms.shortest_paths.generic.all_shortest_paths,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.shortest_paths.generic.all_shortest_paths.html,"all_shortest_paths ( G , source , target , weight = None , method = 'dijkstra' ) [source] # Compute all shortest simple paths in the graph. Parameters : G NetworkX graph source node Starting node for path. target node Ending node for path. weight None, string or function, optional (default = None) If None, every edge has weight/distance/cost 1.
If a string, use this edge attribute as the edge weight.
Any edge attribute not present defaults to 1.
If this is a function, the weight of an edge is the value
returned by the function. The function must accept exactly
three positional arguments: the two endpoints of an edge and
the dictionary of edge attributes for that edge.
The function must return a number. method string, optional (default = ‘dijkstra’) The algorithm to use to compute the path lengths.
Supported options: ‘dijkstra’, ‘bellman-ford’.
Other inputs produce a ValueError.
If weight is None, unweighted graph methods are used, and this
suggestion is ignored. Returns : paths generator of lists A generator of all paths between source and target. Raises : ValueError If method is not among the supported options. NetworkXNoPath If target cannot be reached from source . See also shortest_path single_source_shortest_path all_pairs_shortest_path Notes There may be many shortest paths between the source and target.  If G
contains zero-weight cycles, this function will not produce all shortest
paths because doing so would produce infinitely many paths of unbounded
length – instead, we only produce the shortest simple paths. Examples >>> G = nx . Graph () >>> nx . add_path ( G , [ 0 , 1 , 2 ]) >>> nx . add_path ( G , [ 0 , 10 , 2 ]) >>> print ([ p for p in nx . all_shortest_paths ( G , source = 0 , target = 2 )]) [[0, 1, 2], [0, 10, 2]]",Compute all shortest simple paths in the graph.
triadic_census,networkx.algorithms.triads.triadic_census,https://networkx.org/documentation/stable/reference/algorithms/generated//networkx.algorithms.triads.triadic_census.html,"triadic_census ( G , nodelist = None ) [source] # Determines the triadic census of a directed graph. The triadic census is a count of how many of the 16 possible types of
triads are present in a directed graph. If a list of nodes is passed, then
only those triads are taken into account which have elements of nodelist in them. Parameters : G digraph A NetworkX DiGraph nodelist list List of nodes for which you want to calculate triadic census Returns : census dict Dictionary with triad type as keys and number of occurrences as values. Raises : ValueError If nodelist contains duplicate nodes or nodes not in G .
If you want to ignore this you can preprocess with set(nodelist) & G.nodes See also triad_graph Notes This algorithm has complexity \(O(m)\) where \(m\) is the number of edges in
the graph. For undirected graphs, the triadic census can be computed by first converting
the graph into a directed graph using the G.to_directed() method.
After this conversion, only the triad types 003, 102, 201 and 300 will be
present in the undirected scenario. References [ 1 ] Vladimir Batagelj and Andrej Mrvar, A subquadratic triad census
algorithm for large sparse networks with small maximum degree,
University of Ljubljana, http://vlado.fmf.uni-lj.si/pub/networks/doc/triads/triads.pdf Examples >>> G = nx . DiGraph ([( 1 , 2 ), ( 2 , 3 ), ( 3 , 1 ), ( 3 , 4 ), ( 4 , 1 ), ( 4 , 2 )]) >>> triadic_census = nx . triadic_census ( G ) >>> for key , value in triadic_census . items (): ... print ( f "" { key } : { value } "" ) 003: 0 012: 0 102: 0 021D: 0 021U: 0 021C: 0 111D: 0 111U: 0 030T: 2 030C: 2 201: 0 120D: 0 120U: 0 120C: 0 210: 0 300: 0",Determines the triadic census of a directed graph.
